STATE,POSTCODE,FIPS,STEMERG,STEMERGEND,STEMERG2,CLSCHOOL,CLDAYCR,OPNCLDCR,CLNURSHM,STAYHOME,STAYHOMENOGP,END_STHM,CLBSNS,CURFEW,END_BSNS,RELIGEX,FM_ALL,FM_ALL2,FMFINE,FMCITE,FMNOENF,FM_EMP,FMENDVAX,FMVAX,FMHIGH,FM_END,FM_END2,FMNOW,FM_STP,FMLOCAL,ALCOPEN,ALCREST,ALCDELIV,GUNOPEN,CANNABIS,CLREST,ENDREST,RSTOUTDR,CLGYM,ENDGYM,CLMOVIE,END_MOV,CLOSEBAR,END_BRS,END_HAIR,END_RELG,ENDRETL,CURFEWEND,BCLBAR2,CLBAR2,CLMV2,CLHAIR2,CLGYM2,CLRST2,ENDREST2,END_BRS2,END_CLGYM2,END_CLHAIR2,END_CLMV2,CLBAR3,CLRST3,END_CLBAR3,END_CLRST3,QRSOMEST,QR_ALLST,QR_END,VAC_PLAN,VAC_HCW,VAC_HCS,VAC_HHC,VAC_AHC,VAC_LTC,VAC_EMS,VAC_FF,VAC_LAW,VAC_CORR,VAC_INC,VAC_SHELTER,VAC_75,VAC_65,VAC_HR,VAC_K12,VAC_HIGHED,VAC_PT,VAC_FOOD,VAC_GROCERY,VAC_ESSWORK,VAC_ADDWORK,VAC_PUB,80DATE,75DATE,70DATE,65DATE,60DATE,55DATE,50DATE,45DATE,40DATE,30DATE,K12DATE,GROCERYDATE,INCDATE,PUBDATE,AGEPRIORITY,RACEPRIORITY,PROOFWORK,PROOFAGE,PROOFRES,PENALTY,EXPANDADMIN,EMSTART,EMEND,EMSTART2,EMEND2,EMSTART3,EMEND3,EMNOW,INITIATIONBANSTART,INITIATIONBANEND,INITIATIONBANSTART2,INITIATIONBANEND2,HEARINGBANSTART,HEARINGBANEND,HEARINGBANSTART2,HEARINGBANEND2,ENFORCEBANSTART,ENFORCEBANEND,ENFORCEBANSTART2,ENFORCEBANEND2,C19START,C19END,C19START2,C19END2,PAYSTART,PAYEND,PAYSTART2,PAYEND2,CARESSTART,CARESEND,CDCSTART,CDCEND,LATESTART,LATEEND,LATESTART2,LATEEND2,SMSTART,SMEND,SMSTART2,URSTART,UREND,SNAPALLO,SNAPEBT20,SNAPEBT21,SNAPEBTSUMMER,SNAPSUSP,SNAPTLW,MED1135W,ACAENROL,PREVTLHL,TLHLAUD,TLHLMED,CHIPLKOT,LKOTSUS,TEST,CASE,HOSP,DEATH,VACCINE,TESTAIAN,CASEAIAN,HOSPAIAN,DEATHAIAN,VACCINEAIAN,VISITPER,VISITATT,VISITRES,NOVISIT2,VISITRES2,NOCOPAY,NOPAYCOV,NOPAYALL,YESCOPAY,ELECPRCR,ENDELECP,ELECNOSTART,ELECPRCR2,ENDELECP2,WTPRD,WV_WTPRD,REI_WTPRD,WV_WKSR,REI_WKSR,UIQUAR,UIHIRISK,UICLDCR,UIEXTND,UIMAXAMT,UIMAXEXT,UIMAXDURJAN20,UIMAXDURJUL20,UIMAXDUR21,EBSTART,EBEND,EBSTART2,TUR,TURPRIOR,TURPRIOR2,20EBSTART,20EBEND,20EBSTART2,UIEND,UIMINBP,UIQTRNEED,UIOUTHQBP,UIREQBPL2Q,UIBPEARN300,UITAXWA,UIMINTAXR,UIMAXTAXR,UIAVGBFTAUG,OSHA,STATEDEPT,AEROSOL,VENTILATION,SICKLEAVE19,SICKLEAVE20,RETALIATION,LIABILITY,HCLIABILITY,GOVLIABILITY,WORKERSCOMP,WORKERTYPE,WORKREPORTING,WORKMISSED,WORKINJURY,LMABRN,TLHlBUPR,EXTOPFL,HMDLVOP,TLHLCL24,EXCEMORP,WVDEAREQ,MEDEXP,POPDEN18,POP18,SQML,HMLS19,UNEMP18,POV18,RISKCOV,DEATH18,MH19,CASSTATE,AIANRESN,VBMEXC,VBMSIG,VBMPERM,VBMAUTOBAL,VBMAUTOAP,VBMGENELEC,CASCLOSE,CASOPEN,CASCLOSE2,CASOPEN2,CASTRIBCAS,MINWAGEJAN2019,MINWAGEMAR2019,MINWAGEJUL2019,MINWAGEOCT2019,MINWAGEJAN2020,MINWAGEJUL2020,MINWAGESEP2020,MINWAGEOCT2020,TIPMINWAGE2020,MINWAGE2021,SMALLBUSMINWAGE
Oregon,OR,41,2020-03-08,,,2020-03-16,2020-03-25,2020-05-16,2020-03-16,2020-03-23,,2020-06-19,2020-03-23,,2020-05-15,False,2020-07-01,,True,True,False,2020-05-09,2021-05-13,,,2021-06-30,,False,,,True,2020-03-19,2020-03-19,True,True,2020-03-18,2020-06-19,False,2020-03-24,2020-06-19,2020-03-24,2021-01-29,2020-03-17,2020-06-19,2020-06-19,2020-05-15,2020-05-15,,2020-11-18,2020-11-18,,,2020-11-18,2020-11-18,2021-05-07,2021-05-07,2021-01-29,,,,,,,,,,2021-04-06,1A,1A,1A,1A,1A,1A,1B,1B,1A,2,1B,1B,1B,1B,1B,1B,1B,1B,1B,1B,2,2,2021-02-07,2021-02-15,2021-02-22,2021-03-01,2021-04-19,2021-04-19,2021-04-19,2021-04-19,2021-04-19,2021-04-19,2021-01-25,2021-03-22,2021-02-03,2021-04-19,True,False,False,False,False,False,False,2020-03-19,,,,,,True,2020-04-01,,,,2020-03-19,2020-07-02,,,2020-03-22,2020-06-21,,,2020-12-23,,,,2020-03-22,,,,,,,,2020-06-24,,,,,,,,,2020-04-06,2020-04-29,,,2020-04-13,True,2020-03-25,,False,2020-03-13,2020-03-13,False,False,False,True,True,True,True,False,True,True,True,True,2020-03-13,2020-03-13,,,,True,False,False,False,2020-03-23,2020-05-01,,,,False,2020-11-20 00:00:00.000000000,True,True,False,True,False,True,False,648.0,1248.0,26,26,26,2020-05-10,2021-02-20,,6.4,188.0,156.0,2020-07-05,2020-12-12,,,1000.0,2,333.0,False,24000.0,42100.0,0.7,5.4,362.93,True,True,True,True,True,False,True,False,False,False,False,False,False,3.0,True,False,,,,,,,True,42.6,4190713,98379.0,15876,5.0,12.6,39.8,36187,522.3,True,True,False,False,True,False,False,,,,,,False,10.75,10.75,11.25,11.25,11.25,12.0,12.0,12.0,11.5,12.0,False
Pennsylvania,PA,42,2020-03-06,2021-06-10,,2020-03-16,2020-03-17,2020-06-05,2020-03-17,2020-04-01,,2020-06-05,2020-03-21,,2020-06-05,True,2020-07-01,,False,True,False,2020-04-19,2021-05-13,,,2021-06-28,,False,,,True,2020-03-18,,True,True,2020-03-18,2020-06-05,True,2020-03-21,2020-07-03,2020-03-21,2020-07-03,2020-03-18,2020-06-05,2020-07-03,,2020-06-05,,2020-07-16,2020-07-16,2020-12-12,,2020-12-12,2020-12-12,2021-01-04,2021-04-04,2021-01-04,,2021-01-04,,,,,,2020-11-20,2021-03-01,2021-03-31,1A,1A,1A,1A,1A,1A,1B,1B,1B,1B,1B,1A,1A,1A,1B,1B,1B,1B,1B,1B,1C,2,2021-01-19,2021-01-19,2021-01-19,2021-01-19,2021-04-05,2021-04-05,2021-04-13,2021-04-13,2021-04-13,2021-04-13,2021-03-03,2021-04-12,2021-04-05,2021-04-13,True,False,False,False,False,False,True,2020-03-19,2020-09-01,,,,,False,2020-05-11,2020-09-01,,,2020-03-19,2020-05-11,,,2020-03-19,2020-05-11,,,,,,,2020-04-01,2020-05-11,2020-05-21,2020-09-01,2020-03-27,2020-08-25,,,,,,,2020-03-13,2020-11-09,,,,2020-04-02,2020-05-06,2021-03-10,,2020-04-10,True,2020-03-27,,False,2020-03-15,2020-03-20,True,True,False,True,False,True,True,False,False,False,False,True,2020-03-13,,,,,False,True,False,False,2020-03-21,2020-04-27,,,,False,2020-03-27 00:00:00.000000000,False,True,False,True,False,False,False,572.0,1172.0,26,26,26,2020-05-03,,,,,,,,,,2718.0,2,1006.0,False,12068.35,10000.0,1.29,9.93,329.27,True,False,False,False,False,False,False,False,True,True,False,False,False,1.0,True,True,2020-03-25,2020-03-18,,2019-10-24,,,True,278.09,12807060,46054.0,13199,4.9,12.2,39.8,134702,206.2,True,False,False,False,False,False,False,2020-10-27,2020-03-17,2020-06-09,2020-12-12,2021-01-04,False,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,2.83,7.25,False
Rhode Island,RI,44,2020-03-09,,,,2020-03-16,2020-06-01,2020-03-13,2020-03-28,,2020-05-09,2020-03-30,2020-11-08,2020-05-09,False,2020-05-08,,True,False,False,2020-04-18,2021-05-18,,,2021-07-06,,False,,,True,2020-05-08,,True,True,2020-03-18,2020-05-18,True,2020-03-23,2020-06-01,2020-03-23,2020-06-30,2020-03-17,2020-06-01,2020-06-01,2020-05-30,2020-05-09,2021-01-29,2020-11-30,2020-11-30,2020-11-30,,2020-11-30,,,2021-02-12,2020-12-21,,2020-12-21,,,,,2020-03-26,2020-03-28,2021-07-06,2021-03-23,1A,1A,1A,1D,1A,1A,1C,1C,1C,2,2,1E,2,2,2,2,2,2,2,2,2,2,2021-01-28,2021-01-28,2021-02-22,2021-02-22,2021-04-05,2021-04-05,2021-04-05,2021-04-12,2021-04-12,2021-04-19,2021-03-03,2021-04-19,2021-04-19,2021-04-19,True,False,False,False,False,False,False,2020-03-17,2020-06-02,,,,,False,2020-04-08,2020-06-02,,,2020-03-17,2020-07-02,,,,,,,,,,,,,,,2020-06-02,2020-07-29,2020-09-04,,2020-05-22,,,,2020-03-17,2020-10-01,,,,2020-03-25,2020-04-10,2020-12-28,,2020-04-13,True,2020-03-25,2020-03-14,False,2020-03-18,2020-03-18,False,False,True,True,True,True,True,True,True,True,True,True,2020-03-11,2020-03-11,2020-08-12,,,False,False,True,False,,,,,,False,2020-03-12 00:00:00.000000000,True,True,False,True,True,True,False,732.0,1332.0,26,26,26,2020-04-26,,,,,,2020-06-07,2021-02-20,,,4200.0,2,1400.0,False,15584.42,24000.0,0.9,9.4,311.44,True,False,False,False,True,False,False,False,True,True,False,False,True,3.0,False,False,2020-04-13,,2020-04-13,,,,True,684.35,1057315,1545.0,1055,5.5,12.9,38.3,10083,409.5,True,True,False,False,False,False,True,2020-10-13,2020-03-22,2020-06-08,2020-11-30,2020-12-21,False,10.5,10.5,10.5,10.5,10.5,10.5,10.5,11.5,3.89,11.5,False
South Carolina,SC,45,2020-03-13,2021-06-07,,2020-03-16,,,2020-03-15,2020-04-07,,2020-05-04,2020-04-01,,2020-04-20,True,,,True,True,False,2020-08-03,2021-05-11,,,2021-05-11,,False,,2021-05-11,True,2020-03-21,,True,True,2020-03-19,2020-05-04,True,2020-04-01,2020-05-18,2020-04-01,2020-08-03,2020-03-18,2020-05-04,2020-05-18,,2020-04-20,,,,,,,,,,,,,,,,,2020-03-27,,2020-05-04,2021-03-02,1A,1A,1A,1A,1A,1A,1B,1B,1B,1B,1B,1A,1A,1B,1B,1B,1B,1B,1B,1B,1C,2,2021-01-13,2021-01-13,2021-02-08,2021-02-08,2021-03-08,2021-03-08,2021-03-31,2021-03-31,2021-03-31,2021-03-31,2021-03-04,2021-03-08,2021-03-08,2021-03-31,True,False,False,False,False,False,True,2020-03-17,2020-05-15,,,,,False,2020-03-18,2020-05-15,,,2020-03-18,2020-05-15,,,2020-03-17,2020-05-15,,,,,,,,,,,2020-05-15,,,,,,,,2020-03-18,2020-05-14,,2020-03-18,2020-05-14,2020-03-24,2020-06-17,2021-02-05,,2020-04-10,False,2020-03-30,,False,2020-03-19,2020-03-15,False,False,False,True,True,True,True,False,False,False,False,False,2020-03-12,,2021-07-07,,,False,True,False,False,,,,,,False,2020-03-19 00:00:00.000000000,False,True,True,False,False,False,False,326.0,926.0,20,20,20,2020-05-24,2020-12-12,,5.3,221.0,161.0,2020-07-05,2020-10-10,,,4455.0,2,1485.0,False,11700.0,14000.0,0.0,5.4,227.42,True,True,False,False,False,False,False,True,True,True,False,False,True,1.0,True,False,,,,,,,False,158.78,5084127,32020.0,4172,5.3,15.3,41.4,50640,174.1,True,True,False,True,False,False,False,2020-10-30,2020-04-01,2020-05-22,,,False,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,2.13,7.25,False
South Dakota,SD,46,2020-03-13,,,2020-03-16,,,,,,,,,,False,,,False,False,True,,,,,,,False,,,True,,,True,False,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-03-30,1A,1A,1C,1C,1B,1C,1E,1C,1C,2,2,1D,1D,1D,1D,1D,1E,1E,1E,1E,2,2,2021-01-18,2021-01-18,2021-02-22,2021-02-22,2021-04-05,2021-04-05,2021-04-05,2021-04-05,2021-04-05,2021-04-05,2021-03-08,2021-03-22,2021-04-05,2021-04-05,True,False,False,False,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-09,2020-06-22,,,,True,2020-03-24,,False,2020-04-15,2020-03-23,False,False,False,True,True,True,True,False,True,True,True,True,2020-03-12,,2021-03-15,,,False,True,False,False,2020-04-06,2020-04-28,,,,False,2020-03-28 00:00:00.000000000,True,True,True,True,False,False,False,414.0,1014.0,26,26,26,,,,,,,,,,2021-06-26,1288.0,2,560.0,False,13800.0,15000.0,0.0,9.3,292.32,True,False,False,False,False,False,False,True,True,True,False,False,True,7.0,False,False,,,,,,,False,11.44,882235,77116.0,995,3.0,13.1,35.3,7971,179.0,True,True,False,False,False,False,True,,,,,,True,9.1,9.1,9.1,9.1,9.3,9.3,9.3,9.3,4.65,9.45,False
Tennessee,TN,47,2020-03-12,,,2020-03-20,,,2020-03-23,2020-04-02,,2020-04-29,2020-04-01,,2020-04-27,True,,,False,False,True,,,,,,,False,,,True,2020-03-23,2020-03-23,True,True,2020-03-24,2020-04-27,False,2020-03-23,2020-05-01,2020-03-23,2020-05-22,2020-03-23,2020-05-22,2020-05-06,,2020-04-27,,,,,,,,,,,,,,,,,,,,2021-03-08,1A,1A,1A,1A,1A,1A,1A,1A,2A,3,3,1A,1B,1C,1B,3,2A,2A,3,2B,4,4,2021-01-01,2021-01-01,2021-02-02,2021-02-22,2021-03-18,2021-03-18,2021-04-05,2021-04-05,2021-04-05,2021-04-05,2021-02-22,2021-04-05,2021-04-05,2021-04-05,True,False,False,False,False,False,True,2020-03-13,2020-06-01,,,,,False,,,,,2020-03-13,2020-06-01,,,,,,,,,,,2020-03-13,2020-06-01,,,2020-05-26,,,,,,,,2020-03-27,2020-08-29,,2020-03-27,2020-08-29,2020-03-24,2020-05-19,2021-01-26,,,True,2020-03-30,,False,2020-03-19,2020-03-13,False,False,False,True,False,True,True,False,True,False,True,False,2020-03-12,2020-03-12,2021-04-10,,,False,False,True,False,2020-03-24,2020-05-01,,,,False,2020-03-19 00:00:00.000000000,True,True,True,True,False,True,False,275.0,875.0,26,26,26,2020-05-31,2020-11-07,,8.2,241.0,234.0,,,,2021-07-03,1680.0,2,900.0,False,300.0,7000.0,0.01,10.0,206.12,True,True,False,False,False,False,False,True,True,True,True,True,True,,True,True,,,,,,,False,160.64,6770010,42144.0,7467,5.5,15.3,41.6,71078,153.0,False,False,True,False,False,False,False,2020-10-27,,,,,False,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,2.13,7.25,False
Texas,TX,48,2020-03-13,,,2020-03-21,,,2020-03-21,,2020-04-02,2020-05-01,2020-04-02,,2020-05-01,True,2020-07-03,,True,False,False,2020-07-03,2021-03-10,,,2021-03-10,,False,2020-04-27,2021-05-18,True,2020-03-19,2020-03-19,True,False,2020-03-21,2020-05-01,False,2020-03-21,2020-05-18,2020-04-02,2020-05-01,2020-03-21,2020-05-29,2020-05-08,,2020-05-01,,2020-06-26,2020-06-26,,,,,,2020-10-14,,,,,,,,2020-03-26,,2020-05-21,2020-12-17,1A,1A,1A,1A,1A,1A,2,2,2,2,2,1B,1B,1B,2,2,2,2,2,2,2,2,2020-12-28,2020-12-28,2020-12-28,2020-12-28,2021-03-15,2021-03-15,2021-03-15,2021-03-29,2021-03-29,2021-03-29,2021-03-03,2021-03-29,2021-03-29,2021-03-29,True,False,False,False,False,False,False,2020-03-19,2020-05-28,,,,,False,,,,,2020-03-19,2020-05-19,,,2020-03-19,2020-05-28,,,,,,,,,,,2020-03-27,2020-07-26,2020-09-17,2021-03-31,,,,,,,,,,2020-04-06,2020-05-08,2021-03-22,,2020-04-10,False,2020-03-30,,False,2020-03-17,2020-03-17,False,False,False,True,False,True,True,False,False,False,False,False,2020-03-13,2020-03-13,2021-04-23,,,False,True,False,False,2020-03-22,2020-05-08,,,,False,2020-03-17 00:00:00.000000000,True,True,True,True,True,True,False,521.0,1121.0,26,26,26,2020-05-31,2020-12-26,,7.8,223.0,211.0,2020-07-05,2020-10-10,,2021-06-26,2553.0,2,1.0,False,11100.0,9000.0,0.0,6.0,360.39,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,True,True,,,,,,,False,106.86,28701845,268596.0,25848,4.9,14.9,34.8,202211,111.8,True,True,True,False,False,False,False,2020-10-23,,,,,False,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,2.13,7.25,False
Utah,UT,49,2020-03-06,,,2020-03-16,,,,,,,2020-03-27,,2020-05-01,False,2020-04-10,2020-11-09,False,False,True,2020-04-10,2021-04-10,,,2020-05-01,2021-04-10,False,,2021-05-28,True,,,True,False,2020-03-20,2020-05-01,False,2020-03-27,2020-05-01,2020-03-27,2020-05-01,2020-03-19,2020-05-01,2020-05-01,2020-05-06,2020-05-01,,,,,,,,,,,,,,,,,,2020-04-10,2020-05-01,2021-01-25,1A,1A,1A,1A,1A,1A,1B,1B,1B,2,2,1B,2,2,1B,2,2,2,2,2,2,2,2021-01-18,2021-01-18,2021-02-18,2021-02-18,2021-03-08,2021-03-08,2021-03-08,2021-03-24,2021-03-24,2021-03-24,2021-01-11,2021-03-24,2021-03-24,2021-03-24,True,False,False,False,False,True,False,2020-04-01,2020-05-16,,,,,False,,,,,,,,,2020-04-01,2020-05-16,,,2020-04-01,2020-05-16,,,,,,,2020-10-02,,2020-10-02,,,,,,,,,,,2020-04-15,2020-07-09,,,,True,2020-04-10,,False,2020-03-25,2020-03-20,True,True,True,True,True,True,True,True,True,True,True,True,2020-03-12,,2021-06-18,,,False,True,False,False,2020-03-25,2020-04-22,,,,False,2020-04-26 00:00:00.000000000,True,True,True,True,False,False,False,580.0,1180.0,26,26,26,2020-06-28,2020-09-26,,4.6,177.0,148.0,,,,2021-06-26,3900.0,2,1300.0,False,11895.0,36600.0,0.0,7.0,364.35,True,True,False,False,False,False,False,True,True,True,True,True,True,,True,False,,,,,,,True,37.23,3161105,84897.0,2798,3.2,9.0,30.0,18354,335.5,False,True,False,False,True,False,False,,,,,,False,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,2.13,7.25,False
Vermont,VT,50,2020-03-13,2021-06-16,,2020-03-18,2020-03-18,2020-06-01,2020-03-13,2020-03-24,,2020-05-15,2020-03-25,2020-11-14,2020-04-27,False,2020-08-01,,False,False,True,2020-04-17,2021-05-14,,,2021-06-14,,False,,,True,2020-03-20,2020-03-20,True,True,2020-03-18,2020-05-22,True,2020-03-23,2020-06-01,2020-03-25,2020-06-01,2020-03-17,2020-05-22,2020-05-29,2020-05-23,2020-04-27,2021-04-15,2020-11-15,2020-11-15,,,,,,2021-03-24,,,,,,,,2020-06-08,2020-03-30,2021-05-14,2021-03-02,1A,1A,1A,1A,1A,1A,1A,1A,1C,2,2,1B,1B,1C,1C,2,2,2,2,2,2,2,2021-01-25,2021-01-25,2021-02-16,2021-03-01,2021-03-25,2021-03-29,2021-03-29,2021-04-05,2021-04-05,2021-04-12,2021-03-08,2021-04-19,2021-04-19,2021-04-19,True,True,False,False,False,False,False,2020-03-17,,,,,,True,2020-05-14,,,,2020-03-17,,,,2020-05-14,,,,,,,,,,,,2020-03-27,,,,,,,,2020-03-18,2020-10-15,2020-12-22,,,2020-03-27,2020-05-04,2021-01-15,,,True,2020-03-30,2020-03-20,False,2020-03-20,2020-03-30,False,False,False,True,False,True,True,False,True,False,True,True,2020-03-13,,,,,True,False,False,False,2020-03-20,2020-05-04,,,,False,2020-04-15 00:00:00.000000000,False,True,True,True,False,True,False,513.0,1113.0,26,26,26,2020-05-03,2020-12-19,,3.5,146.0,146.0,2020-07-05,2020-10-10,,,4019.0,2,1148.0,False,13500.0,16100.0,0.8,6.5,336.46,True,True,False,False,True,False,False,False,True,True,True,True,True,1.0,True,False,,,,,,,True,65.13,626299,9616.0,1089,3.8,11.0,39.1,6027,452.3,False,False,False,False,False,True,True,,,,,,False,10.78,10.78,10.78,10.78,10.96,10.96,10.96,10.96,5.46,11.75,True
Virginia,VA,51,2020-03-12,2021-07-01,,2020-03-16,,,,2020-03-30,,2020-05-29,2020-03-25,2020-11-15,2020-05-29,False,2020-05-29,,True,True,False,2020-05-29,2021-05-15,,,2021-05-15,,False,,,True,2020-03-16,2020-03-19,True,True,2020-03-26,2020-05-29,True,2020-03-25,2020-06-12,2020-03-25,2020-07-01,2020-03-25,2020-05-29,2020-05-29,2020-05-29,2020-05-29,2021-05-15,,,,,,,,,,,,,,,,,,,2021-03-03,1A,1A,1A,1A,1A,1A,1B,1B,1B,1B,1B,1B,1B,1B,1B,1C,1B,1B,1B,1B,1C,2,2021-01-11,2021-01-11,2021-01-11,2021-01-11,2021-04-18,2021-04-18,2021-04-18,2021-04-18,2021-04-18,2021-04-18,2021-01-11,2021-01-11,2021-01-11,2021-04-18,False,False,False,False,False,False,True,2020-03-16,2020-05-18,2020-06-08,2020-06-29,2020-08-10,2020-09-08,False,,,,,2020-03-16,2020-05-18,2020-06-08,2020-06-29,,,,,,,,,2020-08-10,2020-09-08,,,,,,,2020-04-22,,,,2020-03-16,2020-10-06,2020-11-18,,,2020-03-24,2020-04-25,2021-03-02,,2020-04-13,True,2020-03-23,,False,2020-03-19,2020-03-19,False,False,False,True,True,True,True,False,True,True,True,True,2020-03-13,2020-03-13,,,,True,False,False,False,2020-03-25,2020-05-01,,,,False,2020-03-17 00:00:00.000000000,True,True,False,True,False,False,False,378.0,978.0,26,26,26,2020-05-31,2020-11-21,,5.9,219.0,203.0,,,,,3000.0,1,0.0,False,15000.0,8000.0,0.1,6.2,268.11,True,True,False,False,False,True,True,False,True,True,True,True,True,,True,False,,,,,,,True,199.13,8517685,42775.0,5783,4.2,10.7,35.9,69359,171.9,False,True,False,False,False,False,False,2020-10-23,,,,,False,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,2.13,7.25,True
Washington,WA,53,2020-02-29,,,2020-03-17,,,2020-03-16,2020-03-23,,2020-06-01,2020-03-25,,2020-06-01,False,2020-06-26,,True,True,False,2020-06-08,2021-05-13,,,,,True,,,True,2020-03-24,2020-03-24,False,True,2020-03-16,2020-07-03,False,2020-03-16,2020-08-27,2020-03-16,2021-02-14,2020-03-17,2020-07-03,2020-07-03,2020-06-01,2020-07-03,,2020-11-18,2020-11-18,,,2020-11-16,2020-11-18,2021-02-14,2021-03-11,2021-02-14,,,,,,,,,,2021-03-31,1A,1A,1A,1A,1A,1A,1B,1B,1B,1B,1B,1B,1B,2,1B,2,1B,1B,1B,1B,2,2,2021-01-18,2021-01-18,2021-01-18,2021-01-18,2021-04-15,2021-04-15,2021-04-15,2021-04-15,2021-04-15,2021-04-15,2021-03-02,2021-03-17,2021-03-31,2021-04-15,True,False,False,False,True,True,False,2020-03-18,,,,,,True,2020-03-18,,,,,,,,2020-03-18,,,,,,,,2020-03-18,2020-04-15,,,,,,,2020-02-29,,,,2020-03-23,,,2020-03-23,,2020-03-27,2020-05-22,2021-02-23,,,True,2020-03-19,2020-03-10,False,2020-03-25,2020-03-25,True,False,False,True,True,True,True,False,True,True,True,True,2020-03-13,,2021-05-09,,,False,True,False,False,2020-03-19,2020-05-18,,,,False,2020-03-18 00:00:00.000000000,True,True,True,True,False,False,False,790.0,1390.0,26,26,26,2020-05-03,2021-03-13,,6.2,155.0,138.0,2020-06-07,2020-12-12,,,,2,1.0,False,15584.42,52700.0,0.0,5.4,402.28,True,True,False,True,True,True,False,False,False,False,True,True,False,1.0,True,False,,,,,,,True,105.69,7535591,71298.0,21577,4.3,10.3,35.1,56877,373.3,True,True,False,False,True,False,False,,,,,,False,12.0,12.0,12.0,12.0,13.5,13.5,13.5,13.5,13.5,13.69,False
West Virginia,WV,54,2020-03-16,,,2020-03-16,2020-03-26,2020-04-30,2020-08-13,2020-03-24,,2020-05-05,2020-03-24,,2020-05-04,True,2020-07-07,,True,True,False,2020-05-11,2021-05-14,,,2021-06-20,,False,,,True,2020-03-18,2020-03-18,True,False,2020-03-19,2020-05-04,True,2020-03-19,2020-05-18,2020-03-24,2020-06-05,2020-03-18,2020-05-26,2020-05-04,,2020-05-21,,2020-07-14,,,,,,,2020-08-31,,,,,,,,2020-03-31,,2020-05-21,2021-02-17,1A,1A,1C,1C,1A,1B,1B,1B,1B,2,2,1B,1B,2,1D,1D,1D,1D,1D,1D,2,2,2020-12-30,2020-12-30,2020-12-30,2020-12-30,2021-03-03,2021-03-03,2021-03-03,2021-03-22,2021-03-22,2021-03-22,2021-03-22,2021-03-16,2021-03-22,2021-03-22,True,False,False,False,False,False,False,2020-03-23,2020-05-18,,,,,False,,,,,2020-03-23,2020-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-27,2020-04-30,2021-02-04,,,True,2020-03-30,,False,2020-03-16,2020-03-17,False,False,False,True,False,False,True,False,False,False,False,False,2020-03-11,,,,,False,False,True,False,2020-04-01,2020-04-27,,,,False,2020-03-19 00:00:00.000000000,False,True,False,True,False,False,False,424.0,1024.0,26,26,26,2020-05-03,2020-12-12,,8.0,160.0,157.0,,,,2021-06-19,2200.0,2,1.0,False,28363.64,12000.0,1.5,7.5,233.05,True,False,False,False,False,False,False,True,True,True,False,False,True,,True,True,,,,2020-03-31,2020-03-31,,True,74.53,1805832,24230.0,1397,5.8,17.8,49.3,23478,127.8,True,False,False,False,False,False,True,2020-10-28,2020-03-18,2020-06-05,,,False,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,2.62,8.75,True
Wisconsin,WI,55,2020-03-12,,,2020-03-18,,,,2020-03-25,,2020-05-13,2020-03-25,,2020-05-11,False,2020-08-01,,True,False,False,2020-08-01,2021-03-31,,,2021-03-31,,False,,,True,2020-03-20,,True,False,2020-03-18,2020-05-13,False,2020-03-25,2020-05-13,2020-03-25,2020-05-13,2020-03-17,2020-05-13,2020-05-13,2020-05-13,2020-05-11,,,,,,,,,,,,,,,,,,,,2021-03-01,1A,1A,1A,1A,1A,1A,1B,1B,1B,1B,1B,1B,1B,1C,1B,1B,1B,1B,1B,2,2,2,2021-01-25,2021-01-25,2021-01-25,2021-01-25,2021-04-05,2021-04-05,2021-04-05,2021-04-05,2021-04-05,2021-04-05,2021-03-01,2021-03-01,2021-03-01,2021-04-05,True,False,False,False,False,False,False,2020-03-27,2020-05-26,,,,,False,2020-03-27,2020-05-26,,,,,,,2020-03-27,2020-05-26,,,,,,,,,,,,,,,,,,,2020-03-22,2020-11-01,,,,2020-04-01,2020-04-22,2021-02-08,,,True,2020-04-20,,False,2020-03-17,2020-03-12,True,False,False,True,True,True,True,False,True,True,True,True,2020-03-13,,2021-07-06,,,False,True,False,False,,,,,,False,2020-04-21 00:00:00.000000000,True,True,False,True,False,False,False,370.0,970.0,26,26,26,2020-05-17,2020-11-07,,6.3,185.0,210.0,,,,,1890.0,2,540.0,False,10500.0,14000.0,0.0,10.7,285.41,True,False,False,False,False,False,False,True,True,True,True,True,False,3.0,True,False,,,,,,,False,88.76,5813568,65496.0,4538,3.2,11.0,36.5,53684,200.2,True,True,False,True,False,False,True,2020-10-29,,,,,False,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,2.33,7.25,False
Wyoming,WY,56,2020-03-13,,,2020-03-19,2020-03-19,2020-05-01,,,,,2020-03-19,2020-12-09,2020-05-01,False,2020-12-09,,True,True,False,2020-05-01,2021-03-16,,,2021-03-16,,False,,,True,2020-03-30,,True,True,2020-03-19,2020-05-15,False,2020-03-19,2020-05-01,2020-03-19,2020-05-15,2020-03-19,2020-05-15,2020-05-01,2020-05-15,2020-05-15,2021-01-08,,,,,,,,,,,,,,,,,2020-04-03,2020-05-08,2021-03-02,1A,1A,1A,1A,1A,1A,1A,1A,1A,1C,1C,1B,1B,1B,1B,1C,1B,1B,1B,1B,1C,2,2021-01-25,2021-01-25,2021-01-25,2021-02-01,2021-03-31,2021-03-31,2021-03-31,2021-03-31,2021-03-31,2021-03-31,2021-02-24,2021-02-24,2021-03-31,2021-03-31,True,False,False,False,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-01,2020-05-16,,,,False,2020-03-27,,False,,,False,False,False,True,False,True,False,False,True,False,True,False,2020-03-18,2020-03-18,,,,True,False,False,False,,,,,,True,,False,True,True,True,False,False,False,508.0,1108.0,26,26,26,2020-06-21,2020-09-19,,7.1,192.0,182.0,,,,2021-06-19,3880.0,2,1109.0,False,10500.0,26400.0,0.0,8.5,422.19,True,True,False,False,False,False,False,True,True,True,True,True,True,,True,False,,,,,,,False,5.91,577737,97813.0,548,3.9,11.1,36.4,5070,343.2,True,True,False,False,False,False,True,,,,,,False,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,2.13,7.25,False
